deepitem,qid,choice,answer,dectime,shrunkenbeta,shrunkendelta,numb,ipaddress,,,roughorder,nomath,byhand,head,calculator,spreadsheet,otherapp,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q81_8,Q90_2,Q90_3,Q90_4,Q90_5,Q90_6,Q90_7,Q90_8,Q90_1,Q126_1,Q126_2,satisfaction,confidence,effort,percentconf1,percentconf2,imp_namelook,imp_intro,imp_period,imp_stdint,imp_annual,Q113,Q115,Q117,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q116,Q118,Q120,Q154,Q129,Q131,Q135,Q137,Q139_3,Q141_1,Q145,Q147,Q149,Q151,unusual,unusualtext,Q179,Q177,Q169,Q173,LocationLatitude,LocationLongitude,starttime,endtime,beta,dailyrate,annualfactor,new_beta,r02,new_annualfactor
1,0,1,2,6.858,1.058589,0,1633,72.94.170.198,72.94.170.198,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":6.858},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":8.261},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.34},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":6.883},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":6.627},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.537},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.628},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":10.033},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":5.075},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":0,""answer"":1,""responseTime"":4.727},{""id"":747524,""beta"":0.9232467999999999,""discountRate"":0.002893431,""choice"":1,""answer"":2,""responseTime"":4.083},{""id"":748036,""beta"":0.9424722999999999,""discountRate"":0.0031370729999999998,""choice"":0,""answer"":1,""responseTime"":4.189},{""id"":748037,""beta"":0.9481934,""discountRate"":0.0040063170000000006}]",137,0,0,1,0,0,0,5,3,3,3,6,4,5,5,6,5,6,2,5,3,5,4,12,11,3,2,3,7,6,6,27,14,22,31,600,10,10,6,4,4,9,5,1,4,5,1,6,10,4,7,1,1,2,4,2,2,6,5,2,3,2,NA,2,2,2,400,39.901505,-75.504898,43600.37674,43600.385,0.96994657,0.004031964,0.29613082,0.923729688,0.003980429,0.274476452
1,0,1,2,7.632,1.058589,0,1645,96.253.5.117,96.253.5.117,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":7.632},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.219},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.237},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":4.112},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.202},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":16.084},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":0,""answer"":1,""responseTime"":2.746},{""id"":737283,""beta"":0.8234904,""discountRate"":0.0003973051,""choice"":0,""answer"":1,""responseTime"":3.175},{""id"":737284,""beta"":0.8303126,""discountRate"":0.0016411000000000002,""choice"":1,""answer"":2,""responseTime"":2.882},{""id"":739332,""beta"":0.8767039,""discountRate"":0.002207189,""choice"":0,""answer"":1,""responseTime"":2.603},{""id"":739333,""beta"":0.8316298,""discountRate"":0.001657789,""choice"":1,""answer"":2,""responseTime"":5.676},{""id"":739845,""beta"":0.8272741,""discountRate"":0.0008594817999999999,""choice"":0,""answer"":1,""responseTime"":5.054},{""id"":739846,""beta"":0.79867,""discountRate"":0.00046827869999999995}]",138,0,0,1,0,0,0,4,4,2,4,3,4,5,2,4,2,4,4,5,6,3,4,13,14,4,3,4,6,5,0,21,28,38,13,500,10,0.1,6,4,4,9,5,1,4,1,1,1,7,7,6,1,1,2,5,8,3,5,3,4,3,2,NA,2,2,1,1000,41.682495,-71.267601,43600.36319,43600.385,0.873985576,0.002158168,0.563136148,0.846962626,0.002529984,0.427673254
1,0,1,2,2.823,1.058589,0,1657,97.103.234.246,97.103.234.246,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":2.823},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.323},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.666},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":3.856},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.474},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.913},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.273},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":2.479},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":4.435},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.521},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.638},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":2.318},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",139,0,0,1,0,0,0,7,6,6,6,5,5,7,7,5,3,6,6,2,4,2,5,9,14,3,4,2,7,5,0,0,11,75,14,500,10,0.01,4,4,4,8,1,1,4,5,1,1,7,7,5,1,2,2,5,8,3,5,5,4,1,2,NA,2,2,2,2000,28.377396,-81.188797,43600.38284,43600.386,0.985643295,0.001562947,0.597589747,0.977472612,0.001784698,0.582456176
1,0,1,2,6.312,1.058589,0,1669,107.188.128.213,107.188.128.213,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":6.312},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.29},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.492},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":3.376},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":2.896},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":2.532},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":1,""answer"":2,""responseTime"":3.416},{""id"":679939,""beta"":0.9814872,""discountRate"":0.006759908,""choice"":0,""answer"":1,""responseTime"":2.17},{""id"":679940,""beta"":0.9832853,""discountRate"":0.007435553,""choice"":1,""answer"":2,""responseTime"":5.267},{""id"":681988,""beta"":1.013242,""discountRate"":0.007638854,""choice"":0,""answer"":1,""responseTime"":3.216},{""id"":681989,""beta"":1.047353,""discountRate"":0.009079387000000001,""choice"":1,""answer"":2,""responseTime"":2.493},{""id"":682501,""beta"":1.068339,""discountRate"":0.009202103,""choice"":1,""answer"":2,""responseTime"":2.412},{""id"":682757,""beta"":1.0843960000000001,""discountRate"":0.009296564}]",140,0,0,0,1,0,0,4,5,4,5,4,4,6,4,4,5,3,3,5,5,4,2,10,14,4,2,5,7,7,20,20,20,20,20,500,10,0.1,4,4,4,8,1,1,4,6,1,1,7,7,6,1,1,1,4,2,3,5,3,4,3,2,NA,1,2,2,1000,40.258408,-111.6591,43600.38209,43600.387,0.990428828,0.007806277,0.096899088,0.988239473,0.006264276,0.115506757
1,0,1,2,5.877,1.058589,0,1681,73.189.147.24,73.189.147.24,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.877},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.52},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.544},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.43},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.643},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.365},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.536},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":2.236},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":4.132},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.372},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.324},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":2.916},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",141,0,0,1,0,0,0,4,4,2,4,5,5,5,6,4,5,6,3,4,5,4,5,12,10,4,5,5,9,8,1,10,32,46,11,500,10,0.1,4,4,4,8,1,1,4,1,1,1,7,7,6,1,1,1,5,8,4,5,3,4,2,2,NA,1,2,2,0,38.546295,-122.8047,43600.38253,43600.388,0.985335917,0.001578045,0.594714432,0.966571654,0.002190655,0.471597096
1,0,1,2,5.581,1.058589,0,1693,71.68.231.69,71.68.231.69,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.581},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.607},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":0,""answer"":1,""responseTime"":2.297},{""id"":524290,""beta"":0.6133917,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.104},{""id"":524291,""beta"":0.48805699999999996,""discountRate"":0.000002703294,""choice"":1,""answer"":2,""responseTime"":2.437},{""id"":557059,""beta"":0.6843046,""discountRate"":0.003721673,""choice"":0,""answer"":1,""responseTime"":5.867},{""id"":557060,""beta"":0.7821074,""discountRate"":0.007369557,""choice"":1,""answer"":2,""responseTime"":3.563},{""id"":565252,""beta"":0.8924692,""discountRate"":0.008162845,""choice"":0,""answer"":1,""responseTime"":3.49},{""id"":565253,""beta"":0.895633,""discountRate"":0.01008353,""choice"":0,""answer"":1,""responseTime"":2.679},{""id"":565254,""beta"":0.8447058000000001,""discountRate"":0.009604456,""choice"":0,""answer"":1,""responseTime"":5.091},{""id"":565255,""beta"":0.8499376,""discountRate"":0.01100267,""choice"":0,""answer"":1,""responseTime"":2.685},{""id"":565256,""beta"":0.858328,""discountRate"":0.01279035,""choice"":1,""answer"":2,""responseTime"":4.265},{""id"":565512,""beta"":0.8421409,""discountRate"":0.01136532}]",142,0,0,1,0,0,0,5,6,3,6,5,2,6,5,5,2,6,2,3,6,5,5,13,13,4,3,5,7,6,0,32,42,18,8,500,10,",001",4,4,4,8,4,1,5,5,1,6,10,10,7,1,1,1,4,2,7,6,5,4,3,2,NA,1,1,2,1000,34.049606,-81.111,43600.37986,43600.388,0.917768375,0.013294858,0.04504345,0.768172673,0.007331421,0.116079104
1,0,0,1,4.38,0.6703449,0.05,1705,173.120.215.9,173.120.215.9,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":4.38},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":4.339},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":0,""answer"":1,""responseTime"":4.997},{""id"":3,""beta"":0,""discountRate"":0.009377893,""choice"":0,""answer"":1,""responseTime"":2.084},{""id"":4,""beta"":0,""discountRate"":0.009364114,""choice"":1,""answer"":2,""responseTime"":2.569},{""id"":32772,""beta"":0.000003678771,""discountRate"":0.009364032,""choice"":1,""answer"":2,""responseTime"":2.973},{""id"":49156,""beta"":0.08975401,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":2.226},{""id"":49157,""beta"":0.1177894,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":2.07},{""id"":53253,""beta"":0.16859380000000002,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":3.178},{""id"":53254,""beta"":0.1845032,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":3.879},{""id"":54278,""beta"":0.2287334,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":2.27},{""id"":54790,""beta"":0.2855404,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":3.636},{""id"":54791,""beta"":0.2594537,""discountRate"":0.05}]",143,0,0,1,0,0,0,7,5,7,7,7,1,7,6,3,6,7,1,7,4,7,4,14,14,6,6,6,9,9,0,7,13,57,23,500,10,0.1,4,4,4,8,1,1,5,4,1,1,4,4,6,1,2,1,4,2,7,6,5,4,1,2,NA,2,2,2,39,38.939194,-77.058403,43600.38391,43600.388,0.54023682,0.009529889,0.223930707,0.669220208,0.005476898,0.191259964
1,0,1,2,1.861,1.058589,0,1717,161.129.69.6,161.129.69.6,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":1.861},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.869},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":0,""answer"":1,""responseTime"":1.174},{""id"":524290,""beta"":0.6133917,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.199},{""id"":524291,""beta"":0.48805699999999996,""discountRate"":0.000002703294,""choice"":1,""answer"":2,""responseTime"":1.271},{""id"":557059,""beta"":0.6843046,""discountRate"":0.003721673,""choice"":1,""answer"":2,""responseTime"":1.054},{""id"":573443,""beta"":0.6416173000000001,""discountRate"":0.002209793,""choice"":0,""answer"":1,""responseTime"":1.134},{""id"":573444,""beta"":0.5702075,""discountRate"":0.001540947,""choice"":1,""answer"":2,""responseTime"":1.126},{""id"":577540,""beta"":0.6129925,""discountRate"":0.002221724,""choice"":0,""answer"":1,""responseTime"":1.151},{""id"":577541,""beta"":0.6167242,""discountRate"":0.0036873039999999998,""choice"":0,""answer"":1,""responseTime"":0.934},{""id"":577542,""beta"":0.61722,""discountRate"":0.004983031,""choice"":0,""answer"":1,""responseTime"":0.925},{""id"":577543,""beta"":0.6170475,""discountRate"":0.0059034429999999995,""choice"":0,""answer"":1,""responseTime"":1.006},{""id"":577544,""beta"":0.6170879,""discountRate"":0.0066828470000000004}]",144,0,0,1,1,1,0,6,5,6,7,6,6,7,5,5,7,6,7,4,6,5,6,13,14,6,6,6,6,8,15,27,27,20,11,780,100,20,1,1,1,7,1,1,4,1,1,4,8,7,4,1,1,1,4,5,5,6,3,4,1,2,NA,2,2,1,5,42.004807,-87.995399,43600.38613,43600.389,0.694382693,0.00840258,0.128795796,0.601031472,0.00506001,0.164942008
1,0,0,1,3.002,0.6703449,0.05,1729,199.116.118.166,199.116.118.166,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":3.002},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":3.218},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":0,""answer"":1,""responseTime"":3.067},{""id"":3,""beta"":0,""discountRate"":0.009377893,""choice"":0,""answer"":1,""responseTime"":2.431},{""id"":4,""beta"":0,""discountRate"":0.009364114,""choice"":1,""answer"":2,""responseTime"":3.596},{""id"":32772,""beta"":0.000003678771,""discountRate"":0.009364032,""choice"":1,""answer"":2,""responseTime"":2.235},{""id"":49156,""beta"":0.08975401,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":2.536},{""id"":49157,""beta"":0.1177894,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":2.139},{""id"":53253,""beta"":0.16859380000000002,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":3.677},{""id"":53254,""beta"":0.1845032,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":2.859},{""id"":54278,""beta"":0.2287334,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":2.602},{""id"":54790,""beta"":0.2855404,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":1.837},{""id"":55046,""beta"":0.3689115,""discountRate"":0.05}]",145,0,1,0,1,0,0,6,7,5,7,5,6,6,6,6,6,7,7,5,6,6,7,12,13,4,5,6,10,10,22,41,9,13,15,500,10,0.001,4,4,6,10,4,1,4,4,5,7,7,7,4,1,2,1,4,5,5,5,3,4,1,2,NA,2,2,2,5,37.388107,-121.8756,43600.38171,43600.389,0.776597853,0.010595059,0.184883785,0.607824353,0.005305785,0.29583137
1,0,1,2,3.557,1.058589,0,1741,108.74.130.89,108.74.130.89,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.557},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.002},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.917},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":3.115},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":3.628},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":4.197},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":1,""answer"":2,""responseTime"":6.163},{""id"":679939,""beta"":0.9814872,""discountRate"":0.006759908,""choice"":0,""answer"":1,""responseTime"":4.036},{""id"":679940,""beta"":0.9832853,""discountRate"":0.007435553,""choice"":1,""answer"":2,""responseTime"":3.806},{""id"":681988,""beta"":1.013242,""discountRate"":0.007638854,""choice"":0,""answer"":1,""responseTime"":5.723},{""id"":681989,""beta"":1.047353,""discountRate"":0.009079387000000001,""choice"":1,""answer"":2,""responseTime"":4.988},{""id"":682501,""beta"":1.068339,""discountRate"":0.009202103,""choice"":1,""answer"":2,""responseTime"":2.771},{""id"":682757,""beta"":1.0843960000000001,""discountRate"":0.009296564}]",146,0,0,1,0,0,0,6,5,2,4,5,4,4,1,6,5,5,5,5,6,1,5,12,9,5,5,6,9,8,0,19,19,53,9,500,10,0.1,4,4,4,4,5,1,1,5,1,1,10,4,4,1,1,1,4,2,2,5,3,4,3,2,NA,2,2,2,200,35.251007,-90.029602,43600.38412,43600.39,0.990847847,0.007734202,0.095032769,0.962819639,0.004992292,0.309765118
1,0,1,2,12.959,1.058589,0,1753,73.79.166.153,73.79.166.153,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":12.959},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.063},{""id"":786432,""beta"":1.582166,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":18.567},{""id"":786433,""beta"":0.9940593,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.991},{""id"":786434,""beta"":0.9393092,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.511},{""id"":786435,""beta"":0.9062325,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.935},{""id"":802819,""beta"":0.9603899,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.552},{""id"":811011,""beta"":0.9920228,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.472},{""id"":815107,""beta"":1.0138880000000001,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.496},{""id"":817155,""beta"":1.030893,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.231},{""id"":818179,""beta"":1.0444069999999999,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.359},{""id"":818691,""beta"":1.055857,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.703},{""id"":818947,""beta"":1.057399,""discountRate"":0}]",147,1,0,0,0,0,0,5,5,4,3,5,3,7,6,7,2,5,1,5,5,6,1,12,14,4,6,5,1,2,0,0,0,40,60,500,100,0.01,1,4,4,4,4,1,4,1,4,1,4,8,1,1,1,2,4,3,2,6,3,4,1,2,NA,2,2,2,100,40.103607,-80.736099,43600.38769,43600.39,0.995604339,0.000370111,0.907795087,1.090448231,0.001511579,0.627744207
1,0,0,1,4.253,0.6703449,0.05,1765,104.238.59.116,104.238.59.116,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":4.253},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":3.453},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":0,""answer"":1,""responseTime"":3.173},{""id"":262146,""beta"":1.03663,""discountRate"":0.04999005,""choice"":0,""answer"":1,""responseTime"":3.94},{""id"":262147,""beta"":0.8136899000000001,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":4.284},{""id"":294915,""beta"":0.8879022,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":7.002},{""id"":311299,""beta"":0.8178310000000001,""discountRate"":0.042353260000000004,""choice"":1,""answer"":2,""responseTime"":2.747},{""id"":319491,""beta"":0.9502603999999999,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":2.42},{""id"":323587,""beta"":1.024522,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":3.475},{""id"":325635,""beta"":1.031735,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":4.05},{""id"":326659,""beta"":1.190047,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":2.652},{""id"":327171,""beta"":1.257978,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":3.596},{""id"":327172,""beta"":1.240995,""discountRate"":0.05}]",148,0,0,1,0,0,0,7,5,6,7,4,6,5,4,6,5,7,4,7,4,5,7,12,13,5,5,5,9,9,19,35,20,20,6,750,100,10,1,4,5,8,5,1,1,5,1,4,4,4,4,1,1,1,4,2,3,6,5,2,1,2,NA,2,2,2,10,25.815308,-80.357697,43600.38255,43600.39,0.952970757,0.012353472,0.160666182,0.942866409,0.002647083,0.494429712
1,0,1,2,10.481,1.058589,0,1777,100.1.218.77,100.1.218.77,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":10.481},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.127},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":7.744},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":6.784},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":4.112},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":6.433},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":0,""answer"":1,""responseTime"":2.936},{""id"":671748,""beta"":0.8794175,""discountRate"":0.006219258,""choice"":1,""answer"":2,""responseTime"":6.705},{""id"":675844,""beta"":0.916449,""discountRate"":0.0066046939999999995,""choice"":1,""answer"":2,""responseTime"":4.784},{""id"":677892,""beta"":0.9099705,""discountRate"":0.004937588,""choice"":1,""answer"":2,""responseTime"":3.639},{""id"":678916,""beta"":0.9320589,""discountRate"":0.005170630999999999,""choice"":0,""answer"":1,""responseTime"":3.616},{""id"":678917,""beta"":0.8995206,""discountRate"":0.004994241,""choice"":0,""answer"":1,""responseTime"":2.304},{""id"":678918,""beta"":0.8685588000000001,""discountRate"":0.00461576}]",149,0,1,1,0,0,0,4,4,3,6,5,3,5,3,5,3,5,3,4,5,4,5,13,14,5,5,5,9,9,0,22,23,50,5,500,10,0.001,4,4,4,8,1,1,4,6,1,1,7,7,6,1,1,1,4,2,3,6,3,4,1,2,NA,1,2,2,70,40.517593,-74.275398,43600.38064,43600.39,0.946772219,0.00491189,0.315609246,0.892706752,0.004824627,0.185529888
1,0,0,1,1.829,0.6703449,0.05,1789,73.85.107.214,73.85.107.214,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":1.829},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":0.883},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":1,""answer"":2,""responseTime"":0.735},{""id"":393217,""beta"":2,""discountRate"":0.03338353,""choice"":0,""answer"":1,""responseTime"":0.641},{""id"":393218,""beta"":0.7481733,""discountRate"":0.01357616,""choice"":0,""answer"":1,""responseTime"":0.553},{""id"":393219,""beta"":0.8407138000000001,""discountRate"":0.02041512,""choice"":1,""answer"":2,""responseTime"":0.527},{""id"":409603,""beta"":0.9820252,""discountRate"":0.022423980000000003,""choice"":0,""answer"":1,""responseTime"":0.471},{""id"":409604,""beta"":1.036438,""discountRate"":0.02852536,""choice"":0,""answer"":1,""responseTime"":0.537},{""id"":409605,""beta"":1.087535,""discountRate"":0.0341127,""choice"":1,""answer"":2,""responseTime"":0.517},{""id"":411653,""beta"":1.13675,""discountRate"":0.03459215,""choice"":0,""answer"":1,""responseTime"":0.519},{""id"":411654,""beta"":1.064255,""discountRate"":0.03388622,""choice"":1,""answer"":2,""responseTime"":0.564},{""id"":412166,""beta"":1.042354,""discountRate"":0.029499090000000002,""choice"":0,""answer"":1,""responseTime"":0.525},{""id"":412167,""beta"":1.001976,""discountRate"":0.028935549999999997}]",150,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,3,2,3,2,2,26,18,12,26,18,500,10,1,5,6,4,7,1,4,1,6,5,6,10,10,7,1,1,1,4,2,3,4,4,2,1,2,NA,2,2,2,2,25.666595,-80.403603,43600.38807,43600.391,0.97839182,0.023446666,0.034288751,0.924345478,0.006021233,0.163479514
