V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,path,Q99,DEEPTIME12,Mathbyhand,Nomath,Calculator,Spreadsheet,Mathinhead,Otherapp,totalhelp,Q94_1,Q94_3,Q94_4,Q94_5,Q94_6,Q96_1,Q98_1,bag,Q44,lowgal,Q45,avail,lossav_1,lossav_2,lossav_3,lossav_4,lossav_5,lossav_6,lossav_7,halfway,flugain,fluloss,discmo_1,discmo_2,discmo_3,discmo_4,discmo_5,discmo_6,discmo_7,discmo_8,discmo_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q46_9,discyr_1,discyr_2,discyr_3,discyr_4,discyr_5,discyr_6,discyr_7,discyr_8,discyr_9,discdec_1,discdec_2,discdec_3,discdec_4,discdec_5,discdec_6,discdec_7,discdec_8,discdec_9,hidiscmo_1,hidiscmo_2,hidiscmo_3,hidiscmo_4,hidiscmo_5,hidiscmo_6,hidiscmo_7,hidiscmo_8,hidiscmo_9,hidiscyr_1,hidiscyr_2,hidiscyr_3,hidiscyr_4,hidiscyr_5,hidiscyr_6,hidiscyr_7,hidiscyr_8,hidiscyr_9,hidiscdec_1,hidiscdec_2,hidiscdec_3,hidiscdec_4,hidiscdec_5,hidiscdec_6,hidiscdec_7,hidiscdec_8,hidiscdec_9,lastpage,discbonus,discfee,pd_offer,pd_accept,ClassPerf,Q100,Q38,Q39,Q42,Q102,Q104,Q106_3,Q40,LocationLatitude,LocationLongitude,LocationAccuracy,StartDate,EndDate,IPAddress,betaunshrunken,deltaunshrunken,,beta_unskew,beta,dailyrate,annualfactor,id_prevmerge,expname.1_prevmerge,ip.1_prevmerge,boxesopened_prevmerge,numopened_prevmerge,id2_prevmerge,searchtime_prevmerge,trial_prevmerge,sqrtboxopen_prevmerge,correct_prevmerge,logsearchtime_prevmerge,sqrtsearchtime_prevmerge,searchtime_withoutliers_prevmerge,ipaddress,serial,new_beta,new_r,new_delta
R_1n0YaWAbYnRDqoy,Default Response Set,Anonymous,,,74.71.249.75,0,1/28/2019 14:58,1/28/2019 15:07,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.839},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.903},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.716},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":6.803},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":5.652},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.004},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":0,""answer"":1,""responseTime"":3.573},{""id"":737283,""beta"":0.8234904,""discountRate"":0.0003973051,""choice"":0,""answer"":1,""responseTime"":5.829},{""id"":737284,""beta"":0.8303126,""discountRate"":0.0016411000000000002,""choice"":0,""answer"":1,""responseTime"":4.298},{""id"":737285,""beta"":0.7810733999999999,""discountRate"":0.000996241,""choice"":0,""answer"":1,""responseTime"":2},{""id"":737286,""beta"":0.7504019000000001,""discountRate"":0.0005694719,""choice"":0,""answer"":1,""responseTime"":2.172},{""id"":737287,""beta"":0.7546453999999999,""discountRate"":0.0016384260000000001,""choice"":0,""answer"":1,""responseTime"":2.896},{""id"":737288,""beta"":0.7344974000000001,""discountRate"":0.001360295}]",,,,,1,,0,0,10,13,77,0,6,6,1049.5,,3250,,8,1,1,1,1,1,0,0,1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,100,,500,500,4,1,720,3.7,1,1,5,8,1,40.80000305,-73.9763031,-1,"Monday, January 28, 2019","Monday, January 28, 2019",74.71.249.75,0.7344974,0.001360295,0.204061905,0.451732117,0.795938095,0.002166565,0.548003856,2305,ChoiceCC_trial2_o3,74.71.249.75,51,51,2305,29.577,2,7.141428429,0,1.470954121,5.438474051,29.577,74.71.249.75,152,0.85578515,0.001503761,0.622875159
R_31B3gq1s99OHRvT,Default Response Set,Anonymous,,,74.72.121.176,0,1/22/2019 5:57,1/22/2019 6:07,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":19.949},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.503},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":7.247},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":8.221},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":8.121},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":10.91},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":0,""answer"":1,""responseTime"":9.328},{""id"":671748,""beta"":0.8794175,""discountRate"":0.006219258,""choice"":1,""answer"":2,""responseTime"":6.538},{""id"":675844,""beta"":0.916449,""discountRate"":0.0066046939999999995,""choice"":0,""answer"":1,""responseTime"":2.739},{""id"":675845,""beta"":0.9190303999999999,""discountRate"":0.007158393999999999,""choice"":0,""answer"":1,""responseTime"":4.109},{""id"":675846,""beta"":0.8752095,""discountRate"":0.0066749800000000005,""choice"":1,""answer"":2,""responseTime"":3.268},{""id"":676358,""beta"":0.873027,""discountRate"":0.00616633,""choice"":0,""answer"":1,""responseTime"":1.856},{""id"":676359,""beta"":0.843932,""discountRate"":0.005835752}]",1,,,,,,0,9,21,15,34,21,5,5,,3500,,599.5,3,1,1,0,0,1,0,1,1,,2,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,50,500,300,3,1,I didn't take the GMAT,3.7,2,1,5,8,1,40.7651062,-73.9858017,-1,"Tuesday, January 22, 2019","Tuesday, January 22, 2019",74.72.121.176,0.843932,0.005835752,0.114828224,0.338863134,0.885171776,0.005220219,0.24745686,1930,ChoiceCC_trial2,74.72.121.176,45,45,1930,35.421,2,6.708203932,0,1.549260818,5.951554419,35.421,74.72.121.176,153,0.892031299,0.004170338,0.31323735
R_3FUHNGLi0UXQdLp,Default Response Set,Anonymous,,,81.250.145.60,0,1/28/2019 11:01,1/28/2019 11:09,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":9.825},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.793},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.429},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.948},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.489},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.976},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":4.244},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":8.564},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":2.868},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.948},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":3.949},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":5.901},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,1,1,,1,0,25,25,25,25,8,8,,1799.5,,3250,1.5,1,1,1,0,0,0,0,1,,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,200,400,100,4,1,720,3.4,2,1,5,8,1,48.876297,2.31829834,-1,"Monday, January 28, 2019","Monday, January 28, 2019",81.250.145.60,1.027059,0.002599575,0.042544546,0.206263293,0.957455454,0.000986232,0.728361316,2252,ChoiceCC_trial2_o3,81.250.145.60,74,74,2252,124.583,2,8.602325267,0,2.095458785,11.1616755,124.583,81.250.145.60,154,0.970752403,0.001258544,0.657834659
R_tRhFUTtuD0JaGuR,Default Response Set,Anonymous,,,96.239.72.193,0,1/21/2019 16:02,1/21/2019 16:19,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":6.36},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":14.711},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":13.048},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":35.397},{""id"":131075,""beta"":0.03310832,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.379},{""id"":163843,""beta"":0.08982643,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":29.359},{""id"":180227,""beta"":0.12518780000000002,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":12.246},{""id"":180228,""beta"":0.08989986000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.136},{""id"":180229,""beta"":0.050557120000000004,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":23.279},{""id"":182277,""beta"":0.06686772,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":8.355},{""id"":182278,""beta"":0.195681,""discountRate"":0.01661213,""choice"":1,""answer"":2,""responseTime"":4.864},{""id"":182790,""beta"":0.3356889,""discountRate"":0.022627750000000002,""choice"":1,""answer"":2,""responseTime"":3.743},{""id"":183046,""beta"":0.42487220000000003,""discountRate"":0.02633209}]",1,,,,,,0,1,11,13,38,37,5,4,,599.5,,3250,3,1,1,1,0,0,0,0,1,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,30,500,500,6,1,Didn't take the GMAT - I took the executive assessment,3.1,2,1,4,3,1,40.74459839,-73.93450165,-1,"Monday, January 21, 2019","Monday, January 21, 2019",96.239.72.193,0.4248722,0.02633209,0.120282652,0.346817894,0.879717348,0.010673683,0.226139916,1915,ChoiceCC_trial2_o2,96.239.72.193,52,52,1915,42.945,2,7.211102551,0,1.632912607,6.553243472,42.945,96.239.72.193,155,0.998741697,0.005097499,0.339370381
R_3KH2JWgpEbYPZX7,Default Response Set,Anonymous,,,96.57.234.66,0,1/21/2019 11:08,1/21/2019 11:18,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":7.197},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.648},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.361},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":10.393},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.48},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":5.65},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.464},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":5.58},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":2.805},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":4.062},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":3.579},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":0,""answer"":1,""responseTime"":4.65},{""id"":749060,""beta"":1.056752,""discountRate"":0.004782003}]",1,,,,,,0,0,20,8,53,19,7,7,1049.5,,1049.5,,1,1,1,1,0,0,0,0,1,1,,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2000,,350,450,6,1,690,3.8,2,1,5,8,1,41.0572052,-73.81359863,-1,"Monday, January 21, 2019","Monday, January 21, 2019",96.57.234.66,1.056752,0.004782003,0.030465262,0.174543009,0.969534738,0.004210689,0.236995165,1877,ChoiceCC_trial2_o3,96.57.234.66,32,32,1877,21.406,2,5.656854249,0,1.330535521,4.626661864,21.406,96.57.234.66,156,0.936294872,0.003890562,0.254340155
R_3RszsqILLIRYZpy,Default Response Set,Anonymous,,,98.116.190.73,0,1/31/2019 6:47,1/31/2019 7:23,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":13.228},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":80.645},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":14.096},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.525},{""id"":196610,""beta"":0.19952630000000002,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.485},{""id"":229378,""beta"":0.2480317,""discountRate"":0.0003850234,""choice"":1,""answer"":2,""responseTime"":7.776},{""id"":245762,""beta"":0.32652169999999997,""discountRate"":0.003896742,""choice"":0,""answer"":1,""responseTime"":4.782},{""id"":245763,""beta"":0.3755963,""discountRate"":0.01058893,""choice"":1,""answer"":2,""responseTime"":8.26},{""id"":249859,""beta"":0.42950839999999996,""discountRate"":0.011755,""choice"":0,""answer"":1,""responseTime"":3.653},{""id"":249860,""beta"":0.4591232,""discountRate"":0.0165433,""choice"":1,""answer"":2,""responseTime"":28.181},{""id"":250884,""beta"":0.5157489,""discountRate"":0.01743028,""choice"":0,""answer"":1,""responseTime"":3.759},{""id"":250885,""beta"":0.6779896000000001,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":9.149},{""id"":250886,""beta"":0.6655086,""discountRate"":0.05}]",1,,,1,,,1,0,4,19,43,34,4,3,,3500,,1049.5,1.5,1,1,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,,200,400,450,4,1,600,3.2,2,1,4,4,1,40.75030518,-74.00140381,-1,"Thursday, January 31, 2019","Thursday, January 31, 2019",98.116.190.73,0.6655086,0.05,0.091418174,0.302354385,0.908581826,0.011050114,0.22370092,2440,ChoiceCC_trial2_o4,98.116.190.73,76,76,2440,145.097,2,8.717797887,0,2.161658433,12.04562161,145.097,98.116.190.73,157,0.929351028,0.004745199,0.271504067
R_2WI7ENjU69CuJkN,Default Response Set,Anonymous,,,98.15.73.61,0,1/28/2019 20:04,1/28/2019 20:20,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":7.909},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":11.928},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.922},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":7.216},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":7.915},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.798},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.557},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":26.938},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":2.844},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.402},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":3.791},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":4.531},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,1,,,1,1,9,14,50,26,9,10,,599.5,,1399.5,0.5,1,1,1,0,0,0,0,1,,2,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,,49,300,250,3,1,770,3.9,1,1,5,8,1,40.78640747,-73.97640228,-1,"Monday, January 28, 2019","Monday, January 28, 2019",98.15.73.61,1.027059,0.002599575,0.043620562,0.208855361,0.956379438,0.000946896,0.736225538,2378,ChoiceCC_trial2_o4,98.15.73.61,66,66,2378,212.124,2,8.124038405,0,2.326589808,14.56447733,212.124,98.15.73.61,158,0.964526802,0.001379674,0.642730295
R_27C1V0scly5NVOw,Default Response Set,Anonymous,,,100.12.223.176,0,1/24/2019 9:54,1/24/2019 10:06,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":11.899},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.72},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":6.487},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":7.465},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.636},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.819},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":0,""answer"":1,""responseTime"":3.875},{""id"":737283,""beta"":0.8234904,""discountRate"":0.0003973051,""choice"":1,""answer"":2,""responseTime"":7.489},{""id"":741379,""beta"":0.8369841,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.058},{""id"":741380,""beta"":0.8274606,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.927},{""id"":741381,""beta"":0.7951069000000001,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.053},{""id"":741893,""beta"":0.8252727000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.315},{""id"":741894,""beta"":0.8215483,""discountRate"":0.00004945043}]",,,,1,,,1,0,8,29,60,3,8,9,3500,,2249.5,,1.5,1,1,1,0,0,0,0,1,2,,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,500,,500,1,4,1,720,3.8,2,1,5,8,1,40.77639771,-73.98269653,-1,"Thursday, January 24, 2019","Thursday, January 24, 2019",100.12.223.176,0.8215483,4.95E-05,0.118394608,0.344085176,0.881605392,0.001113252,0.726906019,2010,ChoiceCC_o4,100.12.223.176,37,37,2010,253.257,1,6.08276253,1,2.403561458,15.9140504,253.257,100.12.223.176,159,0.872448357,0.000885275,0.750696574
R_2uxDPTfiWk16TVA,Default Response Set,Anonymous,,,100.2.170.207,0,1/29/2019 9:40,1/29/2019 9:53,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":18.533},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.805},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":12.87},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":18.619},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.588},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":5.068},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":4.98},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":5.64},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":3.673},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":6.544},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":4.359},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":4.172},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",,,,,1,,0,0,15,10,70,5,9,8,3500,,399.5,,1.5,1,1,0,0,0,0,0,1,1,,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,150,,500,500,4,1,750,3.5,2,1,5,8,1,40.7651062,-73.9858017,-1,"Tuesday, January 29, 2019","Tuesday, January 29, 2019",100.2.170.207,1.050115,0.003411734,0.037494423,0.193634768,0.962505577,0.002560729,0.429693689,2421,ChoiceCC_o3,100.2.170.207,66,66,2421,105.239,1,8.124038405,1,2.022176713,10.25860614,105.239,100.2.170.207,160,0.946311781,0.002301629,0.452585122
R_3HBu5BuW6ZU2jpC,Default Response Set,Anonymous,,,100.2.170.243,0,1/25/2019 10:34,1/25/2019 10:42,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.77},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":6.451},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":0,""answer"":1,""responseTime"":2.521},{""id"":524290,""beta"":0.6133917,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.075},{""id"":524291,""beta"":0.48805699999999996,""discountRate"":0.000002703294,""choice"":1,""answer"":2,""responseTime"":4.01},{""id"":557059,""beta"":0.6843046,""discountRate"":0.003721673,""choice"":1,""answer"":2,""responseTime"":2.171},{""id"":573443,""beta"":0.6416173000000001,""discountRate"":0.002209793,""choice"":0,""answer"":1,""responseTime"":1.934},{""id"":573444,""beta"":0.5702075,""discountRate"":0.001540947,""choice"":1,""answer"":2,""responseTime"":1.52},{""id"":577540,""beta"":0.6129925,""discountRate"":0.002221724,""choice"":1,""answer"":2,""responseTime"":2.041},{""id"":579588,""beta"":0.6066395,""discountRate"":0.001028883,""choice"":0,""answer"":1,""responseTime"":2.36},{""id"":579589,""beta"":0.5938005000000001,""discountRate"":0.001356396,""choice"":0,""answer"":1,""responseTime"":3.115},{""id"":579590,""beta"":0.6061541,""discountRate"":0.003097281,""choice"":1,""answer"":2,""responseTime"":2.141},{""id"":579846,""beta"":0.6031776999999999,""discountRate"":0.002569597}]",1,,,,,,0,3,26,3,39,29,1,1,3500,,25,,2,1,1,0,0,0,0,0,1,2,,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,20,,400,600,1,1,GRE333,3.4,1,1,5,8,1,40.7651062,-73.9858017,-1,"Friday, January 25, 2019","Friday, January 25, 2019",100.2.170.243,0.6031777,0.002569597,0.229655887,0.479224255,0.770344113,0.003977813,0.376184668,2043,ChoiceCC_o3,100.2.170.243,9,9,2043,9.978,1,3,1,0.9990435,3.158797239,9.978,100.2.170.243,161,0.862205973,0.005935174,0.211924045
R_XFggietKvsm5JWF,Default Response Set,Anonymous,,,100.35.180.89,0,1/25/2019 8:58,1/25/2019 9:15,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.976},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":11.698},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.943},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":8.328},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":16.426},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":4.355},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.569},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":6.681},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":4.109},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.793},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":5.072},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":3.714},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,1,,,1,11,24,24,30,11,10,10,,3500,,3250,3,1,1,1,1,1,0,0,1,,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,,25,500,500,3,1,600,3.75,1,1,4,5,1,40.35839844,-74.06809998,-1,"Friday, January 25, 2019","Friday, January 25, 2019",100.35.180.89,1.027059,0.002599575,0.041789758,0.204425435,0.958210242,0.001009276,0.724932396,2037,ChoiceCC_o2,100.35.180.89,132,132,2037,607.784,1,11.48912529,1,2.783749263,24.65327564,607.784,100.35.180.89,162,0.930562881,0.001297734,0.651933694
